CWFlow	Level	OutFlow	TempOF	Steam
-1,27E-06	11,09394723	8,49E-05	53,42408674	-0,040175153
9,85E-07	11,27829745	8,47E-05	53,58010641	0,031134846
-4,49E-08	10,4396137	8,43E-05	53,50820538	-0,00141925
1,76E-05	9,715405911	8,40E-05	53,4633916	-0,025264844
2,96E-05	9,322696	8,37E-05	53,46466072	-0,024196877
4,00E-05	9,354361645	8,35E-05	53,57346659	0,02725045
5,07E-05	8,886738044	8,33E-05	53,50854855	-0,001777995
6,53E-05	8,837893625	8,32E-05	53,54883249	0,016237606
8,16E-05	8,739302352	8,32E-05	53,54057367	0,01254415
0,000100872	8,871359954	8,32E-05	53,56599686	0,023913744
0,000119419	8,969843582	8,33E-05	53,54084274	0,01266448
0,000134278	8,880781489	8,35E-05	53,32743458	-0,042418183
0,000150268	9,668127861	8,38E-05	53,00168678	0,011859839
0,000161508	10,32645613	8,41E-05	52,26872846	0,035580741
0,00016799	10,81259449	8,45E-05	51,27848784	0,02304167
0,000168773	10,72854737	8,48E-05	49,86034885	-0,075181706
0,000172402	11,82096396	8,52E-05	48,55166286	-0,00865776
0,000172085	12,40341844	8,56E-05	46,84215936	-0,010212257
0,000171161	13,13121261	8,59E-05	44,98941889	0,010055661
0,000170744	13,2428743	8,60E-05	44,60770445	0,010055661
0,000170744	13,2428743	8,60E-05	44,60770445	0,010055661
0,000167891	13,45366298	8,62E-05	42,9535111	-0,016164685
0,000165541	13,68846644	8,64E-05	41,38655901	-0,016164685
0,000165462	13,85771288	8,64E-05	41,058977	-6,46E-05
0,000164231	14,49637683	8,66E-05	39,38312275	0,050802337
0,000161153	14,59573934	8,68E-05	37,72746859	0,026805003
0,000158812	14,7272758	8,69E-05	36,28757566	0,008478092
0,000156379	14,71600578	8,71E-05	34,99572862	0,355813376
0,000156435	15,15772475	8,72E-05	34,01817187	0,760830458
0,000156208	15,54936752	8,74E-05	33,19423093	1,097310763
0,000155204	15,82911992	8,77E-05	32,34879609	1,39975235
0,000154953	16,3118364	8,80E-05	31,70595214	1,698756102
0,000154867	16,90759467	8,82E-05	31,15495794	2,004912228
0,000154783	17,5824727	8,85E-05	30,71565424	2,294862293
0,000149194	17,09635215	8,87E-05	29,97966303	2,263826903
0,000148642	17,79341831	8,89E-05	29,68320508	2,394441492
0,000148704	18,67160005	8,92E-05	29,52545333	2,54469756
0,000145796	18,91629783	8,94E-05	29,24187685	2,601488535
0,000142421	19,07419594	8,96E-05	28,98801352	2,777018669
0,000140478	19,55834065	8,98E-05	28,88736987	3,06925582
0,000136462	19,5596997	9,00E-05	28,67842213	3,281364936
0,00013399	19,84542997	9,01E-05	28,59851246	3,523242945
0,000132897	20,42372794	9,03E-05	28,64073153	3,79948701
0,000131676	20,95401516	9,05E-05	28,68668363	4,066152351
0,000128514	21,02853547	9,06E-05	28,60483551	4,266451534
0,000124895	20,97727396	9,07E-05	28,49962791	4,446784055
0,000123965	21,50277911	9,09E-05	28,59444086	4,716458628
0,000120552	21,44786823	9,10E-05	28,53257028	4,965503926
0,000117829	21,52429849	9,11E-05	28,54265516	5,219710461
0,000115865	21,75553962	9,12E-05	28,62652663	5,485160817
0,000113429	21,87132055	9,13E-05	28,69604416	5,72484866
0,000111551	22,09981782	9,13E-05	28,82187953	5,971606721
0,000110046	22,39541884	9,14E-05	28,98855098	6,2192935
0,000106164	22,14001239	9,15E-05	28,99959344	6,380754839
0,000105362	22,55002909	9,15E-05	29,23873683	6,628226474
0,000104306	22,80495391	9,16E-05	29,44773476	6,844244613
0,000101543	22,65349492	9,16E-05	29,54851647	6,991670778
0,000100381	22,83411452	9,17E-05	29,77304925	7,175392769
9,80E-05	22,71114993	9,17E-05	29,91844346	7,306181395
9,85E-05	23,20974453	9,17E-05	30,27628922	7,507872127
9,59E-05	22,99061911	9,17E-05	30,42211236	7,593258166
9,17E-05	22,39446501	9,17E-05	30,46257098	7,614889711
9,22E-05	22,81516396	9,17E-05	30,83753098	7,770074817
8,91E-05	22,40193216	9,17E-05	30,96064588	7,797030479
9,07E-05	23,02705433	9,17E-05	31,4226164	7,960699404
8,90E-05	22,86890578	9,17E-05	31,64628909	8,004489068
8,81E-05	22,89998101	9,17E-05	31,93840755	8,066207992
8,72E-05	22,92183561	9,17E-05	32,23532809	8,118163514
8,71E-05	23,08081296	9,17E-05	32,58204429	8,181683823
8,40E-05	22,5735559	9,16E-05	32,723405	8,143687003
8,32E-05	22,56444196	9,16E-05	33,02691216	8,169111899
8,31E-05	22,67718458	9,16E-05	33,37277817	8,20506859
8,26E-05	22,69719454	9,15E-05	33,69230992	8,221559055
7,98E-05	22,16334819	9,15E-05	33,83890029	8,153691795
7,96E-05	22,21965527	9,15E-05	34,17365716	8,16349592
7,96E-05	22,2776592	9,14E-05	34,50989372	8,167957098
7,66E-05	21,63639247	9,13E-05	34,62534102	8,068156043
7,98E-05	22,37076438	9,13E-05	35,17555114	8,157741385
7,73E-05	21,80012215	9,13E-05	35,3122362	8,057832504
7,92E-05	22,2038036	9,12E-05	35,75557845	8,09101995
7,71E-05	21,68515442	9,12E-05	35,90518672	7,989339679
7,84E-05	21,91745761	9,11E-05	36,2895786	7,989712206
7,85E-05	21,87329679	9,11E-05	36,58323034	7,947106118
7,76E-05	21,56511236	9,10E-05	36,78944248	7,863274069
7,84E-05	21,64557956	9,10E-05	37,1139711	7,831234003
7,79E-05	21,40773992	9,09E-05	37,33261975	7,751379954
7,87E-05	21,47803756	9,09E-05	37,64285739	7,712695549
7,73E-05	21,02840857	9,08E-05	37,78220953	7,598480405
7,80E-05	21,03198699	9,08E-05	38,05780959	7,546772122
8,05E-05	21,43367222	9,08E-05	38,45165997	7,550199772
