CWFlow	Level	OutFlow	Steam	Entalpy	Volume
8,350701023	7,041099806	8,33E-05	-2,65309173	-12,7301237	0,001338134
9,635588145	6,961379861	8,32E-05	-2,831836275	-10,93929216	0,001312217
11,18146029	6,928595762	8,32E-05	-3,010580902	-8,842965338	0,001301559
12,8319974	6,951965417	8,32E-05	-3,18932553	-6,410925043	0,001309157
14,47396169	7,032496877	8,33E-05	-3,368070157	-3,914681571	0,001335337
16,06343184	7,168397792	8,35E-05	-3,501847986	-1,617104247	0,001379518
17,33593931	7,350941565	8,38E-05	-3,455625776	0,445948917	0,001438863
18,25262063	7,570026262	8,41E-05	-3,231164816	2,087222641	0,001510398
18,85371382	7,808250163	8,45E-05	-2,905417498	3,304944458	0,001590231
19,19355473	8,061267268	8,48E-05	-2,44529593	4,154149671	0,001675023
19,32693632	8,320870713	8,52E-05	-1,835419025	4,70066278	0,001762086
19,30344887	8,579892626	8,56E-05	-1,072941957	5,010694314	0,001849357
19,1667565	8,835000235	8,59E-05	-0,183065033	5,139836656	0,00193531
19,1302691	8,883737275	8,60E-05	-4,32E-13	5,124180254	0,001951731
19,1302691	8,883737275	8,60E-05	1,44E-15	5,124180254	0,001951731
18,95343799	9,056073727	8,62E-05	0,712159682	5,128002948	0,002018879
18,74805668	9,156517432	8,64E-05	1,427068406	5,086045848	0,002084102
18,6966701	9,180216884	8,64E-05	1,595786231	5,060217026	0,002099491
18,44852299	9,299558637	8,66E-05	2,443687216	4,982571428	0,002176986
18,24586335	9,41465194	8,68E-05	3,232173806	4,928463668	0,002251722
18,09192811	9,526356395	8,69E-05	3,950962421	4,902317546	0,002324257
17,9834734	9,635515694	8,71E-05	4,601588539	5,2960999	0,00239514
17,91385359	9,742881359	8,72E-05	5,192281006	5,703094207	0,002464858
17,87485174	9,890684077	8,74E-05	5,707240669	6,060764984	0,002533797
17,84880184	10,08012942	8,77E-05	6,214639371	6,401812861	0,002602139
17,80758553	10,26786149	8,80E-05	6,670943236	6,676477082	0,002669863
17,73433269	10,45307479	8,82E-05	7,112158723	6,890494603	0,002736679
17,62713188	10,63200738	8,85E-05	7,522702313	7,024936048	0,002802209
17,48844863	10,80573845	8,87E-05	7,90995576	6,95437583	0,00286608
17,32258019	10,97406746	8,89E-05	8,266903295	6,840014548	0,002927966
17,13399346	11,13624155	8,92E-05	8,591336422	6,688911841	0,002987589
16,92714426	11,29030734	8,94E-05	8,890924058	6,507579363	0,003044724
16,70667785	11,43684489	8,96E-05	9,172156515	6,43655192	0,003099199
16,47700131	11,57590615	8,98E-05	9,437409746	6,418951573	0,003150894
16,24173424	11,70730464	9,00E-05	9,68851582	6,377743296	0,003199742
16,00382251	11,83150326	9,01E-05	9,927004453	6,336419547	0,003245912
15,76554157	11,94870908	9,03E-05	10,15631454	6,279661104	0,003289483
15,52850017	12,05896226	9,05E-05	10,38059688	6,214005038	0,003330469
15,2938399	12,16233986	9,06E-05	10,60073765	6,141911338	0,0033689
15,06239083	12,2589453	9,07E-05	10,81650878	6,064319238	0,003404812
14,83475629	12,34890096	9,09E-05	11,02721439	5,992165376	0,003438253
14,62184807	12,43234287	9,10E-05	11,22878491	5,979882006	0,003469272
14,43552002	12,50940677	9,11E-05	11,41934656	5,95031385	0,003497921
14,24909674	12,58017099	9,12E-05	11,60087327	5,902674294	0,003524227
14,06072497	12,64461246	9,13E-05	11,77421977	5,836855804	0,003548183
13,87133045	12,70270478	9,13E-05	11,93977861	5,754928842	0,003569779
13,68226549	12,75445992	9,14E-05	12,09777134	5,659156539	0,003589019
13,49496549	12,79993522	9,15E-05	12,24839554	5,551839063	0,003605924
13,31083297	12,83923386	9,15E-05	12,39182188	5,435231336	0,003620533
13,13116891	12,87294125	9,16E-05	12,52718114	5,342578152	0,003633064
12,95704601	12,90166867	9,16E-05	12,65348647	5,240528887	0,003643743
12,7891927	12,9255977	9,17E-05	12,77110193	5,130643474	0,003652639
12,62807789	12,94492484	9,17E-05	12,88054632	5,014380213	0,003659823
12,47402961	12,95985668	9,17E-05	12,97691628	4,885400723	0,003665374
12,32726607	12,97060647	9,17E-05	13,06181628	4,746524293	0,00366937
12,18791634	12,97739141	9,17E-05	13,13838943	4,602866272	0,003671893
12,05603784	12,98043039	9,17E-05	13,20681759	4,454923662	0,003673022
11,93340285	12,97994229	9,17E-05	13,26712271	4,302953444	0,003672841
11,84106483	12,97614312	9,17E-05	13,31947059	4,147221543	0,003671429
11,75246046	12,96921931	9,17E-05	13,36463022	3,986460456	0,003668855
11,66592232	12,95927265	9,17E-05	13,40282185	3,819022626	0,003665157
11,58174618	12,94639012	9,17E-05	13,43432911	3,645855563	0,003660368
11,50047969	12,93067394	9,17E-05	13,4596236	3,468496404	0,003654526
11,42273297	12,91224636	9,16E-05	13,47910936	3,288462028	0,003647675
11,34911752	12,89125056	9,16E-05	13,49301224	3,107004832	0,00363987
11,28020684	12,86784995	9,16E-05	13,50160112	2,925391955	0,003631171
11,21650941	12,84222622	9,15E-05	13,50516651	2,744836923	0,003621645
11,158451	12,81457669	9,15E-05	13,50398268	2,566421939	0,003611367
11,10636482	12,78511122	9,15E-05	13,49827061	2,391032793	0,003600413
11,06048772	12,75404882	9,14E-05	13,48822818	2,219399002	0,003588866
11,02096114	12,72161425	9,13E-05	13,47405926	2,052137255	0,003576808
10,98783545	12,6880348	9,13E-05	13,45596805	1,889747722	0,003564325
10,96107683	12,65353719	9,13E-05	13,43416484	1,732629858	0,003551501
10,94057573	12,61834479	9,12E-05	13,40887511	1,581105232	0,003538418
10,92615629	12,58267513	9,12E-05	13,380337	1,435424262	0,003525158
10,91758608	12,54673784	9,11E-05	13,34880033	1,295775692	0,003511798
10,91458585	12,51073282	9,11E-05	13,31450176	1,162262376	0,003498414
10,91683896	12,47484884	9,10E-05	13,2774815	1,034652886	0,003485074
10,92400014	12,43926245	9,10E-05	13,23828798	0,913395515	0,003471845
10,93570366	12,40413712	9,09E-05	13,19722409	0,798548087	0,003458787
10,95157059	12,36962274	9,09E-05	13,1546022	0,690145131	0,003445956
10,97121525	12,33585534	9,08E-05	13,11074161	0,588209475	0,003433403
10,99425084	12,30295695	9,08E-05	13,0659655	0,492751938	0,003421174
11,02029422	12,27103575	9,08E-05	13,02059782	0,403772217	0,003409307
11,04896994	12,24018631	9,07E-05	12,9749604	0,321259292	0,003397839
11,0799135	12,21048993	9,07E-05	12,92937512	0,245198393	0,003386799
11,112774	12,18201517	9,06E-05	12,88415781	0,17556561	0,003376214
11,1472162	12,15481839	9,06E-05	12,83960599	0,112313046	0,003366103
11,18292206	12,12894432	9,05E-05	12,79600012	0,055373291	0,003356485
11,21959184	12,10442682	9,05E-05	12,75360474	0,004663441	0,003347371
11,25694478	12,08128946	9,05E-05	12,71266484	-0,03991837	0,003338769
11,2947195	12,05954633	9,05E-05	12,67340381	-0,078494318	0,003330686
11,33267412	12,03920268	9,04E-05	12,63602175	-0,111207794	0,003323124
11,37058614	12,02025565	9,04E-05	12,60069414	-0,138224044	0,00331608
11,40825212	12,00269498	9,04E-05	12,56757064	-0,159730721	0,003309552
11,44548728	11,9865037	9,03E-05	12,5367745	-0,175937629	0,003303533
11,48212494	11,97165877	9,03E-05	12,50840281	-0,187075456	0,003298014
11,51801588	11,95813175	9,03E-05	12,48252677	-0,193394517	0,003292986
11,55302761	11,94588938	9,03E-05	12,45919211	-0,195163387	0,003288435
11,58704366	11,93489423	9,03E-05	12,43841998	-0,192667032	0,003284347
11,61996282	11,92510517	9,03E-05	12,42020809	-0,186204637	0,003280708
11,65169826	11,916478	9,03E-05	12,40453206	-0,176087206	0,003277501
11,68217684	11,90896587	9,03E-05	12,39134705	-0,162634965	0,003274709
11,7113382	11,90251979	9,02E-05	12,38058952	-0,146174633	0,003272312
11,73913406	11,89708907	9,02E-05	12,37217909	-0,127036637	0,003270293
11,76552734	11,89262173	9,03E-05	12,36602058	-0,10555235	0,003268633
11,79049147	11,88906485	9,02E-05	12,36200594	-0,082051382	0,00326731
11,81400958	11,88636498	9,02E-05	12,36001632	-0,056858954	0,003266307
11,83607379	11,88446843	9,02E-05	12,35992407	-0,030293416	0,003265602
11,85668449	11,88332158	9,02E-05	12,36159467	-0,002663941	0,003265175
11,87584966	11,88287117	9,02E-05	12,36488868	0,025731574	0,003265008
11,89358415	11,88306453	9,02E-05	12,36966342	0,054608386	0,00326508
11,90990912	11,8838498	9,02E-05	12,37577475	0,083696524	0,003265372
11,92485134	11,88517618	9,02E-05	12,38307852	0,112742168	0,003265865
11,93844264	11,88699405	9,02E-05	12,39143199	0,141508762	0,003266541
11,95359765	11,88925518	9,02E-05	12,4006951	0,169777874	0,003267381
11,96727323	11,89191023	9,02E-05	12,41073156	0,197062321	0,003268368
11,97883262	11,8949015	9,02E-05	12,42140979	0,222900817	0,00326948
11,9883912	11,89817085	9,02E-05	12,43260373	0,247180374	0,003270695
11,99615855	11,90166518	9,02E-05	12,44419352	0,269901262	0,003271994
12,00235343	11,90533751	9,02E-05	12,45606598	0,291093201	0,00327336
12,00718549	11,90914695	9,03E-05	12,46811507	0,310795793	0,003274776
12,01084719	11,91305827	9,03E-05	12,48024212	0,329049671	0,00327623
12,01350969	11,9170414	9,03E-05	12,49235604	0,345891671	0,003277711
12,01532127	11,92107073	9,03E-05	12,50437155	0,361349898	0,003279208
12,01640755	11,92512452	9,03E-05	12,51620287	0,375434145	0,003280715
12,01687292	11,92918426	9,03E-05	12,52776595	0,388139968	0,003282225
12,01680275	11,9332341	9,03E-05	12,53898741	0,399463321	0,00328373
12,01626598	11,93726038	9,03E-05	12,54980603	0,409404331	0,003285227
12,01531782	11,94125116	9,03E-05	12,56017159	0,417967603	0,00328671
12,01400236	11,94519591	9,03E-05	12,57004402	0,425162898	0,003288177
12,01235501	11,94908524	9,03E-05	12,57939253	0,431005747	0,003289623
12,01040462	11,95291065	9,03E-05	12,58819464	0,435517794	0,003291045
12,00817526	11,95666441	9,03E-05	12,59643544	0,438727078	0,00329244
12,00568776	11,96033942	9,03E-05	12,60410708	0,440668495	0,003293806
12,00296081	11,96392916	9,03E-05	12,61120814	0,441383713	0,003295141
12,00001189	11,96742761	9,03E-05	12,61774246	0,440920263	0,003296441
11,99685788	11,97082926	9,04E-05	12,62371825	0,43933055	0,003297706
11,99351547	11,97412907	9,03E-05	12,62914716	0,436670961	0,003298933
11,99000147	11,97732249	9,03E-05	12,63404362	0,433000997	0,00330012
11,98633285	11,98040543	9,03E-05	12,63842422	0,428382451	0,003301266
11,98252683	11,9833743	9,04E-05	12,64230715	0,42287864	0,00330237
11,9786008	11,98622599	9,03E-05	12,64571179	0,416553698	0,00330343
11,97457224	11,9889579	9,04E-05	12,64865833	0,40947191	0,003304445
11,97045856	11,99156788	9,03E-05	12,65116739	0,401697126	0,003305416
11,96627704	11,9940543	9,04E-05	12,65325981	0,393292279	0,00330634
11,96204463	11,99641599	9,04E-05	12,65495642	0,384318997	0,003307218
11,95777785	11,99865225	9,04E-05	12,65627793	0,37483729	0,003308049
11,95349269	12,00076281	9,04E-05	12,65724479	0,364905307	0,003308834
11,9492045	12,00274787	9,04E-05	12,65787711	0,354579152	0,003309572
11,94492791	12,004608	9,04E-05	12,65819463	0,343912741	0,003310263
11,94067679	12,00634419	9,04E-05	12,65821663	0,332957721	0,003310909
11,93721261	12,00795776	9,04E-05	12,65796193	0,321763405	0,003311508
11,93387459	12,00944974	9,04E-05	12,65744886	0,310302703	0,003312063
11,9304622	12,01081873	9,04E-05	12,65669527	0,298534218	0,003312572
11,92697714	12,01206253	9,04E-05	12,65571852	0,286489278	0,003313034
11,9234427	12,01317947	9,04E-05	12,65453543	0,274225554	0,00331345
11,91988662	12,01416877	9,04E-05	12,65316237	0,261805788	0,003313817
11,91633812	12,01503066	9,04E-05	12,65161516	0,249293775	0,003314138
11,91282625	12,01576639	9,04E-05	12,64990916	0,236752275	0,003314411
11,90937883	12,01637819	9,04E-05	12,6480592	0,22424155	0,003314639
11,90602155	12,01686923	9,04E-05	12,64607914	0,21181763	0,003314821
11,90277749	12,01724349	9,04E-05	12,64398014	0,199529121	0,00331496
11,89966674	12,01750571	9,04E-05	12,64177084	0,187417127	0,003315058
11,89670626	12,01766126	9,04E-05	12,63945961	0,175518239	0,003315116
11,89390985	12,01771602	9,04E-05	12,63705513	0,163865337	0,003315136
11,89128824	12,01767625	9,04E-05	12,63456635	0,152487538	0,003315121
11,88884924	12,01754855	9,04E-05	12,63200251	0,141410315	0,003315074
11,88659793	12,01733969	9,04E-05	12,6293731	0,130655714	0,003314996
11,88453695	12,01705656	9,04E-05	12,62668785	0,120242579	0,003314891
11,88266674	12,01670608	9,04E-05	12,62395675	0,110186831	0,003314761
11,88098577	12,0162951	9,04E-05	12,62119004	0,100501858	0,003314608
11,87949088	12,01583041	9,04E-05	12,61839829	0,091198824	0,003314435
11,87817747	12,01531859	9,04E-05	12,61559222	0,082286799	0,003314245
11,87703975	12,01476604	9,04E-05	12,61278261	0,073772859	0,003314039
11,876071	12,01417891	9,04E-05	12,60998014	0,065662198	0,003313821
11,87526372	12,01356308	9,04E-05	12,60719532	0,05795823	0,003313592
11,87460983	12,01292414	9,04E-05	12,60443837	0,050662693	0,003313355
11,87410084	12,01226737	9,04E-05	12,60171913	0,043775732	0,003313111
11,87372798	12,01159773	9,04E-05	12,59904697	0,037295985	0,003312862
11,87348231	12,01091985	9,04E-05	12,59643072	0,031220649	0,00331261
11,87335483	12,01023802	9,04E-05	12,5938786	0,025545551	0,003312356
11,87333659	12,00955622	9,04E-05	12,59139815	0,020265212	0,003312103
11,87341871	12,0088781	9,04E-05	12,5889962	0,015372927	0,003311851
11,8735925	12,00820699	9,04E-05	12,58667885	0,010860842	0,003311601
11,87384946	12,00754589	9,04E-05	12,58445142	0,006720036	0,003311355
11,87418138	12,00689753	9,04E-05	12,5823185	0,002940604	0,003311114
11,87458029	12,00626433	9,04E-05	12,5802839	-0,000488257	0,003310879
11,87503855	12,00564842	9,04E-05	12,57835068	-0,003578157	0,00331065
11,87554885	12,00505168	9,04E-05	12,57652117	-0,006341423	0,003310428
11,8761042	12,00447573	9,04E-05	12,57479701	-0,008791006	0,003310214
11,87669797	12,00392195	9,04E-05	12,57317916	-0,010940391	0,003310008
11,8773239	12,00339147	9,04E-05	12,57166793	-0,012803499	0,003309811
11,87797607	12,00288522	9,04E-05	12,57026305	-0,014394603	0,003309623
11,8786489	12,00240394	9,04E-05	12,5689637	-0,015728236	0,003309444
11,8793372	12,00194814	9,04E-05	12,56776852	-0,016819105	0,003309274
11,8800361	12,0015182	9,04E-05	12,56667571	-0,017682006	0,003309115
11,8807411	12,00111431	9,04E-05	12,56568302	-0,018331753	0,003308964
11,88144802	12,0007365	9,04E-05	12,56478785	-0,018783092	0,003308824
11,88215301	12,00038469	9,04E-05	12,56398725	-0,019050642	0,003308693
11,88285256	12,00005863	9,04E-05	12,56327796	-0,019148822	0,003308572
11,88354345	11,999758	9,04E-05	12,56265651	-0,019091797	0,00330846
11,88422279	11,99948234	9,04E-05	12,56211918	-0,01889342	0,003308358
11,88488797	11,99923111	9,04E-05	12,56166211	-0,018567183	0,003308264
11,88553665	11,99900368	9,03E-05	12,56128127	-0,018126175	0,00330818
11,88616677	11,99879937	9,04E-05	12,56097257	-0,017583044	0,003308104
11,88677655	11,99861739	9,04E-05	12,56073181	-0,016949959	0,003308036
11,88736442	11,99845695	9,04E-05	12,56055477	-0,016238589	0,003307977
11,88792908	11,99831716	9,04E-05	12,56043721	-0,015460072	0,003307925
11,88846944	11,99819712	9,04E-05	12,56037491	-0,014625004	0,00330788
11,88898461	11,9980959	9,04E-05	12,56036368	-0,01374342	0,003307842
11,88947391	11,99801254	9,04E-05	12,56039938	-0,012824782	0,003307811
11,88993686	11,99794606	9,04E-05	12,56047796	-0,011877981	0,003307787
11,89037312	11,99789548	9,04E-05	12,56059544	-0,010911326	0,003307768
11,89078256	11,99785981	9,04E-05	12,56074798	-0,009932551	0,003307755
11,89116515	11,99783805	9,04E-05	12,56093183	-0,008948815	0,003307746
11,89152105	11,99782922	9,04E-05	12,56114337	-0,007966712	0,003307743
11,89185049	11,99783235	9,04E-05	12,56137914	-0,006992281	0,003307744
11,89215387	11,99784649	9,04E-05	12,56163582	-0,006031013	0,00330775
11,89243167	11,99787068	9,04E-05	12,56191023	-0,005087873	0,003307759
11,89268445	11,99790401	9,04E-05	12,56219937	-0,004167306	0,003307771
11,89291289	11,99794559	9,04E-05	12,5625004	-0,003273265	0,003307786
11,89311771	11,99799455	9,04E-05	12,56281063	-0,002409222	0,003307805
11,89329972	11,99805006	9,04E-05	12,56312755	-0,00157819	0,003307825
11,89345976	11,99811131	9,04E-05	12,5634488	-0,000782744	0,003307848
11,89359874	11,99817754	9,04E-05	12,56377222	-2,50E-05	0,003307873
11,89371759	11,998248	9,04E-05	12,56409579	0,000693146	0,003307899
11,89381729	11,998322	9,04E-05	12,56441764	0,001370432	0,003307926
11,89389883	11,99839888	9,04E-05	12,56473609	0,002005771	0,003307955
11,89396321	11,99847801	9,04E-05	12,5650496	0,002598446	0,003307984
11,89401145	11,99855879	9,04E-05	12,56535678	0,003148045	0,003308014
11,89404458	11,99864069	9,04E-05	12,56565638	0,003654435	0,003308045
11,89406361	11,99872319	9,04E-05	12,56594731	0,004117743	0,003308076
11,89406955	11,99880582	9,04E-05	12,56622861	0,004538336	0,003308106
11,8940634	11,99888813	9,04E-05	12,56649944	0,004916795	0,003308137
11,89404616	11,99896972	9,04E-05	12,56675908	0,005253896	0,003308167
11,89401877	11,99905023	9,04E-05	12,56700696	0,00555059	0,003308197
11,89398219	11,99912932	9,04E-05	12,56724259	0,005807987	0,003308227
11,89393733	11,9992067	9,04E-05	12,5674656	0,00602733	0,003308255
11,89388507	11,9992821	9,04E-05	12,56767571	0,006209983	0,003308283
11,89382626	11,99935528	9,04E-05	12,56787274	0,006357412	0,003308311
11,89376173	11,99942604	9,04E-05	12,56805659	0,006471169	0,003308337
11,89369227	11,99949421	9,04E-05	12,56822725	0,006552875	0,003308362
11,89361862	11,99955962	9,04E-05	12,56838477	0,006604208	0,003308386
11,89354149	11,99962217	9,04E-05	12,56852928	0,006626886	0,00330841
11,89346156	11,99968175	9,04E-05	12,56866097	0,006622659	0,003308432
11,89337947	11,99973828	9,04E-05	12,56878006	0,006593291	0,003308453
11,89329581	11,99979172	9,04E-05	12,56888686	0,006540554	0,003308473
11,89321113	11,99984203	9,04E-05	12,56898169	0,006466216	0,003308491
11,89312596	11,9998892	9,04E-05	12,56906493	0,00637203	0,003308509
11,89304078	11,99993322	9,04E-05	12,56913698	0,006259729	0,003308525
11,89295604	11,99997412	9,03E-05	12,56919829	0,006131014	0,003308541
11,89287212	12,00001193	9,04E-05	12,5692493	0,00598755	0,003308555
11,89278942	12,0000467	9,04E-05	12,5692905	0,005830961	0,003308568
11,89270826	12,00007849	9,04E-05	12,56932238	0,00566282	0,003308579
11,89262893	12,00010736	9,04E-05	12,56934545	0,005484648	0,00330859
11,89255172	12,00013341	9,04E-05	12,56936022	0,005297907	0,0033086
11,89247684	12,0001567	9,04E-05	12,56936722	0,005104002	0,003308608
11,89240451	12,00017735	9,04E-05	12,56936696	0,004904271	0,003308616
11,8923349	12,00019546	9,04E-05	12,56935996	0,004699986	0,003308623
11,89226816	12,00021112	9,04E-05	12,56934674	0,004492354	0,003308629
11,89220441	12,00022445	9,04E-05	12,56932781	0,00428251	0,003308634
11,89214373	12,00023557	9,04E-05	12,56930367	0,004071522	0,003308638
11,89208622	12,00024459	9,04E-05	12,56927481	0,003860386	0,003308641
11,89203191	12,00025163	9,04E-05	12,56924171	0,003650027	0,003308644
11,89198083	12,0002568	9,04E-05	12,56920483	0,003441303	0,003308646
11,89193299	12,00026024	9,04E-05	12,56916462	0,003235002	0,003308647
11,8918884	12,00026206	9,04E-05	12,56912151	0,003031844	0,003308648
11,89184701	12,00026237	9,04E-05	12,56907591	0,002832482	0,003308648
11,8918088	12,0002613	9,04E-05	12,56902824	0,002637504	0,003308647
11,89177372	12,00025896	9,04E-05	12,56897885	0,002447437	0,003308646
11,89174169	12,00025545	9,04E-05	12,56892811	0,002262745	0,003308645
11,89171265	12,0002509	9,04E-05	12,56887636	0,002083832	0,003308643
11,8916865	12,0002454	9,04E-05	12,56882391	0,001911049	0,003308641
11,89166316	12,00023907	9,04E-05	12,56877107	0,001744689	0,003308639
11,89164253	12,00023199	9,04E-05	12,56871811	0,001584997	0,003308636
11,8916245	12,00022427	9,04E-05	12,56866528	0,001432165	0,003308634
11,89160896	12,00021599	9,04E-05	12,56861283	0,001286343	0,00330863
11,89159579	12,00020724	9,04E-05	12,56856098	0,001147633	0,003308627
11,89158488	12,00019811	9,04E-05	12,56850991	0,001016099	0,003308624
11,8915761	12,00018867	9,04E-05	12,56845982	0,000891767	0,00330862
11,89156933	12,00017899	9,04E-05	12,56841086	0,000774624	0,003308617
11,89156445	12,00016915	9,04E-05	12,56836318	0,000664629	0,003308613
11,89156133	12,00015921	9,04E-05	12,56831691	0,000561707	0,003308609
11,89155986	12,00014922	9,04E-05	12,56827214	0,000465758	0,003308606
11,89155991	12,00013924	9,04E-05	12,56822899	0,000376656	0,003308602
11,89156135	12,00012933	9,04E-05	12,56818753	0,000294251	0,003308598
11,89156408	12,00011953	9,04E-05	12,56814782	0,000218377	0,003308595
11,89156797	12,00010988	9,04E-05	12,56810992	0,000148845	0,003308591
11,89157292	12,00010042	9,04E-05	12,56807386	8,55E-05	0,003308588
11,89157882	12,00009119	9,04E-05	12,56803967	2,80E-05	0,003308584
11,89158555	12,00008221	9,04E-05	12,56800737	-2,38E-05	0,003308581
11,89159303	12,00007351	9,04E-05	12,56797696	-7,01E-05	0,003308578
11,89160114	12,00006512	9,04E-05	12,56794845	-0,00011115	0,003308574
11,89160981	12,00005704	9,04E-05	12,5679218	-0,000147256	0,003308571
11,89161894	12,00004931	9,04E-05	12,56789701	-0,000178644	0,003308569
11,89162845	12,00004193	9,04E-05	12,56787405	-0,000205567	0,003308566
11,89163825	12,00003492	9,04E-05	12,56785287	-0,000228284	0,003308563
11,89164828	12,00002828	9,04E-05	12,56783344	-0,00024705	0,003308561
11,89165847	12,00002201	9,04E-05	12,56781571	-0,000262121	0,003308558
11,89166874	12,00001613	9,04E-05	12,56779963	-0,000273748	0,003308556
11,89167904	12,00001062	9,04E-05	12,56778514	-0,00028218	0,003308554
11,89168932	12,00000549	9,04E-05	12,56777219	-0,000287661	0,003308552
11,89169952	12,00000074	9,04E-05	12,56776071	-0,00029043	0,00330855
11,89170959	11,99999636	9,04E-05	12,56775063	-0,000290719	0,003308549
11,8917195	11,99999234	9,04E-05	12,5677419	-0,000288753	0,003308547
11,8917292	11,99998868	9,04E-05	12,56773444	-0,000284751	0,003308546
11,89173866	11,99998537	9,04E-05	12,56772818	-0,000278924	0,003308545
11,89174785	11,99998239	9,04E-05	12,56772306	-0,000271472	0,003308544
11,89175675	11,99997974	9,04E-05	12,567719	-0,00026259	0,003308543
11,89176533	11,9999774	9,04E-05	12,56771594	-0,000252462	0,003308542
11,89177356	11,99997537	9,04E-05	12,56771381	-0,000241263	0,003308541
11,89178145	11,99997362	9,04E-05	12,56771253	-0,000229159	0,00330854
11,89178897	11,99997215	9,04E-05	12,56771205	-0,000216307	0,00330854
11,89179611	11,99997094	9,04E-05	12,5677123	-0,000202853	0,003308539
11,89180286	11,99996997	9,04E-05	12,56771321	-0,000188936	0,003308539
11,89180922	11,99996924	9,04E-05	12,56771472	-0,000174684	0,003308539
11,8918152	11,99996872	9,04E-05	12,56771678	-0,000160217	0,003308539
11,89182078	11,99996841	9,04E-05	12,56771931	-0,000145645	0,003308538
11,89182597	11,99996828	9,04E-05	12,56772228	-0,000131068	0,003308538
11,89183078	11,99996833	9,04E-05	12,56772562	-0,00011658	0,003308538
11,8918352	11,99996854	9,04E-05	12,56772929	-0,000102265	0,003308538
11,89183925	11,9999689	9,04E-05	12,56773323	-8,82E-05	0,003308539
11,89184294	11,99996939	9,04E-05	12,56773741	-7,44E-05	0,003308539
11,89184627	11,99997	9,04E-05	12,56774176	-6,11E-05	0,003308539
11,89184925	11,99997072	9,04E-05	12,56774627	-4,81E-05	0,003308539
11,8918519	11,99997153	9,04E-05	12,56775088	-3,57E-05	0,00330854
11,89185423	11,99997243	9,04E-05	12,56775557	-2,37E-05	0,00330854
11,89185626	11,9999734	9,04E-05	12,5677603	-1,23E-05	0,00330854
11,89185799	11,99997443	9,04E-05	12,56776503	-1,50E-06	0,003308541
11,89185944	11,99997551	9,04E-05	12,56776975	8,73E-06	0,003308541
11,89186062	11,99997663	9,04E-05	12,56777442	1,83E-05	0,003308541
