u1	u2	u3	y1	y2
10,03928326	298,3485565	321,2016498	6,525793577	334,6247737
10,03952611	298,3523466	317,2910385	5,913791079	335,8497693
10,03972039	298,3553787	321,5590564	5,984992452	336,7679876
10,03987582	298,3578044	322,7637835	5,448688145	338,0432039
10,04000016	298,3597449	322,8957722	7,337625242	339,4367501
10,04009963	298,3612973	322,8846979	6,282087144	341,0078035
10,04017921	298,3625393	322,9903814	4,812024263	342,805199
10,04024287	298,3635328	322,9595779	6,278602381	344,8560597
10,0402938	298,3643277	323,0391837	5,86063353	347,0706486
10,04033455	298,3649635	321,0168336	4,949895471	349,5821162
10,04036714	298,3654722	320,5751141	4,486513103	352,4836772
10,04039322	298,3658792	322,3956199	3,841618351	355,8647082
10,04041408	298,3662048	315,8117496	5,070719237	359,7649343
10,04043077	298,3664652	321,7019388	4,163539096	364,0555857
10,04044412	298,3666736	322,8045772	3,287934279	369,1306257
10,0404548	298,3668403	320,5717033	3,828918364	374,7679147
10,04046335	298,3669736	311,4165585	0,42058794	380,4577868
10,04047018	298,3670803	318,6625092	2,475639379	385,0715588
10,04047565	298,3671656	283,4711328	1,136352463	388,5787519
10,04048002	298,3672339	314,6872235	1,318499683	389,2488776
10,04048352	298,3672885	294,8288297	1,29267807	389,5050936
10,04048632	298,3673322	289,0453251	1,264106921	388,5906593
10,04048856	298,3673672	317,4806676	1,080331146	387,0723759
10,04049036	298,5229876	280,8978503	0,574145953	386,2536734
10,04049179	298,647484	322,9226121	2,114595472	384,2788615
10,04049294	298,747081	287,0438217	0,779536541	383,6298997
10,04049385	298,8267587	274,9657918	2,250219004	382,1808275
10,04049459	298,4981117	275,1348137	1,505945321	380,1775408
10,04049518	298,2351941	294,8655795	2,839337174	378,2854098
10,04049565	298,02486	276,3340725	1,0062761	376,8944684
10,04049602	297,8565927	278,5305965	-0,075389749	375,0171035
10,04049632	297,7219789	274,5952818	0,647982386	373,2480193
10,04049656	297,6142879	274,4690294	1,263344631	371,5068476
10,04049675	297,528135	274,0695875	2,464058542	369,530355
10,04049691	297,4592127	286,4913751	1,692630594	367,6939482
10,04049703	297,5732215	274,8315666	0,759329797	366,3468739
10,04049713	297,6644284	278,0320593	2,089740955	364,7004503
10,04049721	297,737394	274,1920183	1,046420337	363,146373
10,04049727	297,7957665	274,9573699	2,220398715	361,7055788
10,04049732	297,8424644	273,6329838	1,388778346	360,1181724
10,04049736	297,8798228	285,7700793	2,846005547	358,5386021
10,0404974	297,9097095	274,2350651	2,334755142	357,378465
10,04049742	297,9336189	284,6094125	2,785894532	355,9580111
10,04049744	297,9527464	283,9692341	2,598551971	354,8482983
10,04049746	297,9680484	275,2830895	4,288782046	353,6992357
10,04049747	297,98029	276,0738484	3,730016421	352,4363968
10,02446041	297,9900832	300,8452123	4,845546208	351,0906418
10,01163077	297,9979178	277,9912414	2,215538061	350,7116511
10,00136705	298,0041855	294,706236	3,570826786	349,4042755
9,99315608	298,0091997	323,0938676	3,985694989	348,8548513
9,986587301	298,013211	323,0491169	4,968297263	349,2435407
9,981332278	298,0164201	297,4209145	4,636228031	349,615937
9,97712826	298,0189873	281,1282457	2,891843557	349,5941753
9,973765045	298,0210411	319,1564368	4,999722582	348,9217642
9,971074474	298,0226842	321,1786503	4,512168356	349,5365925
9,968922016	298,0239986	317,5681506	4,371097262	350,2977927
9,967200051	298,0250501	318,4662511	3,169760036	351,0457995
9,965822478	298,0258914	321,1564029	3,320895175	352,1806563
9,96472042	298,0265644	314,0357384	4,026860355	353,3985928
9,963838773	298,0271028	322,849941	4,275241605	354,843621
9,963133456	298,0275335	321,9255355	4,983733035	356,5765767
9,962569202	298,027878	321,9478917	4,270078793	358,441207
9,962117799	298,0281537	316,9033816	3,509040468	360,6966856
9,961756677	298,0283742	323,0432616	3,578709484	362,9146981
9,961467779	298,0285506	316,3569692	2,903559022	365,5173166
9,961236661	298,0286918	314,1716089	2,401620188	368,2133842
9,961051766	298,0288047	321,8962563	2,476233567	370,9269404
9,96090385	298,028895	318,1959194	1,93558813	373,6075488
9,960785517	298,0289673	310,7155375	2,98821121	376,1672424
9,960690851	298,0290251	321,1172825	2,026357844	378,0243184
9,960615119	298,0290713	320,5234775	2,745553117	379,7890913
9,960554532	298,0291083	311,0861803	-0,152169445	381,1826057
9,960506063	298,0291379	317,3868783	1,944899818	381,9366767
9,960467288	298,0291616	314,0396724	1,034671147	382,355833
9,960436268	298,0291805	286,3151396	1,693140494	382,4051919
9,960411452	298,0291957	278,6739175	0,83405147	381,2287252
9,960391599	298,0292078	276,7120248	0,979229614	379,6516406
9,960375716	298,0292175	287,9321723	1,750351871	377,9647383
9,960363011	298,0292253	287,4490103	3,436991952	376,319313
9,960352846	298,0292315	276,287782	1,324932861	374,8973181
9,960344714	298,0292365	273,8523199	2,25278917	373,1055668
9,960338209	298,0292404	276,6054857	1,63082786	371,3401608
9,960333004	298,0292436	273,3325974	1,933401617	369,4633167
9,960328841	298,0292462	273,6649401	0,477897164	367,6803889
9,96032551	298,0292482	273,1815136	0,899062641	365,9090256
9,960322846	298,0292498	273,9305249	3,004349618	364,1668221
9,960320714	298,0292511	273,1647954	1,584915866	362,3993377
9,960319009	298,0292522	273,5063026	3,452953576	360,5743895
9,960317644	298,029253	273,1613717	3,266520438	358,9454797
9,960316553	298,0292537	273,3596788	3,676371287	357,2942328
9,96031568	298,0292542	273,2946771	3,02554191	355,7464664
9,960314981	297,9127614	273,3549849	4,640716945	353,9849983
9,960314422	297,8195672	273,5204474	3,515070201	352,3675219
9,960313975	297,7450118	273,5013093	4,805549833	350,6263745
9,960313618	297,6853676	273,4178197	3,357046109	349,0476475
9,960313332	297,6376521	273,2818694	3,020223457	347,3734364
9,960313103	297,5994798	273,8218917	3,661919154	345,6007482
9,96031292	297,5689419	273,327428	4,623994896	343,9252762
9,960312773	297,5445116	274,3234636	3,801254701	342,2149718
9,960312656	297,5249673	273,15	4,37726889	340,4257409
9,960312562	297,6985523	281,9393324	4,072093201	338,6826298
9,960312487	297,8374202	284,8312043	5,082024408	337,2261704
9,960312427	297,9485145	278,6973053	4,816301354	335,8136385
9,975271714	298,03739	276,6901675	4,465855603	334,3219333
9,987239144	298,1084904	276,5996034	5,326652793	332,9238355
9,996813087	298,1653707	276,7591288	5,819199985	331,3783443
10,00447224	298,2108749	274,5964817	5,33290226	329,8887033
10,01059957	298,2472783	277,7729042	5,949195567	328,3100943
10,01550143	298,276401	273,7423698	5,834732795	327,0491434
10,01942291	298,2996992	277,3471383	6,853927404	325,4087774
10,0225601	298,3183377	283,1791568	6,554087528	324,1544859
10,02506985	298,3332486	290,4051778	6,844067443	322,9643023
10,02707766	298,3451772	273,6918937	7,316120199	322,1635264
10,0286839	298,3547201	300,4261785	6,596160341	320,7367672
10,02996889	298,3623545	279,9887694	5,460676214	320,1747236
10,03099688	298,368462	279,5796291	5,936805287	319,2188765
10,03181928	298,3733479	281,2638854	6,346164745	318,2306424
10,02355684	298,3772567	273,1514265	7,450585206	317,2896304
10,02355684	298,3772567	273,28079	7,920205578	316,0592484
10,02355684	298,3772567	276,2388793	7,555484933	315,0141911
10,02355684	298,3772567	276,0775264	7,316756645	314,1429573
10,02355684	298,3772567	276,9337727	7,172267261	313,2056577
10,02355684	298,3772567	277,6570087	9,145555737	312,2100792
10,02355684	298,3772567	273,171921	7,097162758	311,5404045
10,02355684	298,3772567	273,6589402	7,900638434	310,7118828
10,02355684	298,3772567	273,1560667	7,865696989	309,8080642
10,02355684	298,3772567	273,3632023	8,744597184	309,2047622
10,02355684	298,3772567	273,1740592	7,953278375	308,4028231
10,02355684	298,3772567	273,2286143	8,566325223	307,6572151
10,02355684	298,3772567	273,6968212	7,404282235	307,036117
10,02355684	298,3772567	276,4629862	6,968257348	306,4600869
10,02355684	298,3772567	273,518585	8,904651581	305,997344
10,02355684	298,3772567	277,5965375	8,18633145	305,5761214
10,02355684	298,3772567	278,417543	8,712728773	305,0956091
10,02355684	298,3772567	273,1555677	8,317245207	304,8248379
10,02355684	298,3772567	273,1764433	8,135769001	304,399009
10,02355684	298,3772567	282,1574742	9,56302096	303,9136766
10,02355684	298,3772567	278,9414215	9,557923567	303,8589341
10,02355684	298,3772567	293,7276699	10,07550597	303,6226767
10,02355684	298,3772567	306,9183713	9,378010922	303,9084809
10,02355684	298,3772567	275,0672677	8,70386848	304,5320771
