CWFlow	Level	OutFlow	TempOF	Steam	Volume
9,09E-05	20,4874511	9,04E-05	42,63560388	6,921590616	0,003314088
9,17E-05	20,5047583	9,04E-05	42,80908119	6,999004711	0,003321834
9,00E-05	20,46616949	9,04E-05	42,42360143	6,826450081	0,003304582
9,08E-05	20,48454977	9,04E-05	42,60781349	6,908674195	0,003312809
9,06E-05	20,48070095	9,04E-05	42,56973351	6,891491422	0,003311094
9,11E-05	20,49089143	9,04E-05	42,67204359	6,937098385	0,003315658
9,10E-05	20,48925421	9,04E-05	42,65607214	6,92981385	0,003314932
8,94E-05	20,45291008	9,03E-05	42,29302547	6,76731835	0,003298686
9,21E-05	20,51458101	9,05E-05	42,910122	7,043162135	0,003326273
9,00E-05	20,46650838	9,04E-05	42,42977424	6,828219946	0,003304781
8,95E-05	20,45464881	9,03E-05	42,31154721	6,775229166	0,003299484
8,94E-05	20,45273233	9,03E-05	42,2927404	6,766706587	0,003298634
9,16E-05	20,50170682	9,04E-05	42,78283167	6,985776279	0,003320542
9,02E-05	20,47139476	9,04E-05	42,48004498	6,850266274	0,003306993
9,31E-05	20,53540201	9,05E-05	43,12043849	7,13656534	0,003335624
9,02E-05	20,47047819	9,04E-05	42,47150785	6,846267093	0,003306596
9,02E-05	20,47173418	9,04E-05	42,48436146	6,851933648	0,003307163
9,08E-05	20,48407234	9,04E-05	42,60802257	6,907160596	0,003312687
8,92E-05	20,44849233	9,03E-05	42,25248761	6,748090181	0,003296781
9,01E-05	20,46862726	9,04E-05	42,45408756	6,838183559	0,003305791
8,88E-05	20,43946753	9,03E-05	42,1627263	6,707823311	0,003292755
9,14E-05	20,49826112	9,04E-05	42,7508838	6,970800957	0,003319053
9,07E-05	20,4815568	9,04E-05	42,5840477	6,896140166	0,003311588
8,91E-05	20,44734813	9,03E-05	42,24215392	6,743195972	0,003296293
9,04E-05	20,47631586	9,04E-05	42,53201004	6,872783489	0,003309252
9,00E-05	20,46588008	9,04E-05	42,42781734	6,826151383	0,003304589
9,18E-05	20,50578892	9,04E-05	42,82705732	7,004665373	0,00332244
9,17E-05	20,50523236	9,04E-05	42,82163026	7,002210698	0,003322195
9,10E-05	20,48942926	9,04E-05	42,66372515	6,931569494	0,00331513
9,09E-05	20,48568907	9,04E-05	42,6264368	6,914873253	0,00331346
9,12E-05	20,49259921	9,04E-05	42,69563985	6,945804711	0,003316553
8,96E-05	20,45752972	9,03E-05	42,34503533	6,788995598	0,003300872
9,07E-05	20,48282796	9,04E-05	42,59809727	6,902157208	0,003312188
9,00E-05	20,46577536	9,04E-05	42,42764046	6,825918138	0,003304564
9,12E-05	20,4939933	9,04E-05	42,70987924	6,952133155	0,003317185
9,02E-05	20,47069092	9,04E-05	42,47690546	6,847940374	0,003306765
9,22E-05	20,51657085	9,05E-05	42,93574599	7,053138433	0,003327284
9,05E-05	20,47850991	9,04E-05	42,55516962	6,882939725	0,003310264
9,16E-05	20,50308909	9,04E-05	42,80098673	6,992874399	0,003321257
9,03E-05	20,47385942	9,04E-05	42,50870816	6,8621669	0,003308186
8,89E-05	20,44107726	9,03E-05	42,18089808	6,71557059	0,003293525
9,07E-05	20,48281676	9,04E-05	42,59829843	6,902243719	0,003312192
9,02E-05	20,47020385	9,04E-05	42,47216897	6,845843979	0,003306552
8,90E-05	20,4435706	9,03E-05	42,20583099	6,726741988	0,003294641
9,06E-05	20,47977377	9,04E-05	42,56785247	6,888651663	0,003310832
9,06E-05	20,48071034	9,04E-05	42,57720379	6,892843087	0,00331125
9,00E-05	20,46645513	9,04E-05	42,43463349	6,829093613	0,003304875
9,18E-05	20,50543813	9,04E-05	42,82444195	7,003431572	0,003322308
8,96E-05	20,45681644	9,03E-05	42,33820055	6,785988418	0,003300564
8,94E-05	20,45370536	9,03E-05	42,30706279	6,772074	0,003299172
9,04E-05	20,47459904	9,04E-05	42,51597037	6,865511236	0,003308515
9,08E-05	20,48351234	9,04E-05	42,60507238	6,905369822	0,003312501
8,99E-05	20,46328317	9,04E-05	42,40274812	6,814898567	0,003303453
9,01E-05	20,46866129	9,04E-05	42,45649568	6,838945999	0,003305858
8,93E-05	20,45046553	9,03E-05	42,27450342	6,757567196	0,00329772
9,24E-05	20,519703	9,05E-05	42,96684294	7,067201217	0,003328683
9,23E-05	20,51813821	9,05E-05	42,95115951	7,060197464	0,003327982
8,89E-05	20,44064873	9,03E-05	42,17622906	6,713647792	0,003293327
9,23E-05	20,51803848	9,05E-05	42,95009108	7,059738807	0,003327936
8,95E-05	20,45464528	9,03E-05	42,31612373	6,776228983	0,003299585
9,01E-05	20,46787858	9,04E-05	42,44842196	6,835403121	0,003305502
9,09E-05	20,48709845	9,04E-05	42,6405865	6,921349838	0,003314097
9,01E-05	20,46743506	9,04E-05	42,44391933	6,833405258	0,003305302
9,17E-05	20,50462504	9,04E-05	42,81578665	6,999716556	0,003321933
9,16E-05	20,50202242	9,04E-05	42,78972898	6,988069896	0,003320768
8,88E-05	20,43900652	9,03E-05	42,15953975	6,706246893	0,003292586
8,93E-05	20,45082112	9,03E-05	42,27765666	6,759076077	0,003297869
8,96E-05	20,45770653	9,03E-05	42,34648294	6,789861318	0,003300948
9,08E-05	20,48411489	9,04E-05	42,61054011	6,907955977	0,003312757
8,99E-05	20,46501315	9,04E-05	42,41949759	6,822523375	0,003304214
9,11E-05	20,49049821	9,04E-05	42,67432455	6,936489194	0,00331561
9,06E-05	20,47980314	9,04E-05	42,56735166	6,888652729	0,003310827
8,94E-05	20,45196955	9,03E-05	42,28899494	6,764170632	0,003298379
9,05E-05	20,47783951	9,04E-05	42,54767529	6,879858372	0,003309947
8,96E-05	20,45798622	9,03E-05	42,34912452	6,791065714	0,003301068
8,97E-05	20,46065143	9,03E-05	42,37576026	6,802979119	0,00330226
9,18E-05	20,50590674	9,04E-05	42,82829834	7,005361452	0,003322498
8,87E-05	20,43787541	9,03E-05	42,1479715	6,701110814	0,003292073
8,84E-05	20,42966387	9,03E-05	42,0658439	6,664382662	0,0032884
9,09E-05	20,48571676	9,04E-05	42,62636192	6,91505404	0,003313467
8,88E-05	20,43995254	9,03E-05	42,16871014	6,710385725	0,003293001
9,02E-05	20,47157983	9,04E-05	42,48497475	6,851823052	0,003307145
9,06E-05	20,48020205	9,04E-05	42,57118986	6,890378851	0,003311
9,01E-05	20,4687453	9,04E-05	42,45661633	6,839138986	0,003305876
8,98E-05	20,46197558	9,03E-05	42,38891432	6,808860477	0,003302849
9,02E-05	20,47053996	9,04E-05	42,47455431	6,847158385	0,003306678
9,16E-05	20,50175215	9,04E-05	42,78667337	6,986740627	0,003320637
8,97E-05	20,46044332	9,03E-05	42,37358318	6,801999264	0,003302163
9,10E-05	20,4882693	9,04E-05	42,65184195	6,926438409	0,003314607
8,98E-05	20,46076558	9,03E-05	42,37680458	6,803435865	0,003302307
9,09E-05	20,48752511	9,04E-05	42,64440046	6,923106173	0,003314274
8,97E-05	20,45853163	9,03E-05	42,35446695	6,793441665	0,003301307
9,16E-05	20,50138842	9,04E-05	42,78303678	6,985101538	0,003320474
9,06E-05	20,47890602	9,04E-05	42,55821529	6,884555865	0,003310419
9,20E-05	20,51039422	9,05E-05	42,87310028	7,025374223	0,003324501
9,07E-05	20,48191495	9,04E-05	42,58831117	6,898010131	0,003311765
9,12E-05	20,49411342	9,04E-05	42,71029977	6,952562545	0,00331722
9,17E-05	20,50361669	9,04E-05	42,8053368	6,99506184	0,00332147
9,08E-05	20,48444159	9,04E-05	42,61359049	6,909307729	0,003312895
9,00E-05	20,46609406	9,04E-05	42,43012009	6,82725473	0,003304689
9,03E-05	20,47221271	9,04E-05	42,49131184	6,854617991	0,003307426
8,94E-05	20,45316635	9,03E-05	42,3008536	6,769439995	0,003298908
8,83E-05	20,42872771	9,03E-05	42,05647276	6,660147115	0,003287979
9,05E-05	20,47808299	9,04E-05	42,55003122	6,880870775	0,003310051
9,09E-05	20,48684902	9,04E-05	42,63769723	6,920073866	0,003313972
9,06E-05	20,48041714	9,04E-05	42,57338424	6,891309943	0,003311095
9,01E-05	20,46785796	9,04E-05	42,44779823	6,83514396	0,003305479
9,00E-05	20,46540084	9,04E-05	42,42323282	6,824155833	0,00330438
9,15E-05	20,50014713	9,04E-05	42,77070156	6,97954651	0,003319919
9,08E-05	20,4834771	9,04E-05	42,60400698	6,904996443	0,003312464
9,20E-05	20,51061891	9,05E-05	42,87543069	7,026378908	0,003324603
9,12E-05	20,49319388	9,04E-05	42,70118591	6,948452451	0,00331681
9,18E-05	20,50760495	9,04E-05	42,84530199	7,012901383	0,003323255
8,90E-05	20,44389238	9,03E-05	42,20818157	6,727970819	0,003294762
9,01E-05	20,46890771	9,04E-05	42,45833999	6,839843499	0,003305949
9,14E-05	20,49696869	9,04E-05	42,73895475	6,965336756	0,003318498
9,22E-05	20,51573491	9,05E-05	42,9266217	7,049262578	0,003326891
8,87E-05	20,43635543	9,03E-05	42,13283147	6,694267488	0,003291392
9,05E-05	20,47666789	9,04E-05	42,53596047	6,874551038	0,00330942
9,23E-05	20,51845395	9,05E-05	42,9538252	7,061424689	0,003328107
9,05E-05	20,47833366	9,04E-05	42,55262635	6,882002055	0,003310165
8,97E-05	20,46066527	9,03E-05	42,37594618	6,802987305	0,003302264
8,89E-05	20,4425498	9,03E-05	42,19479513	6,721973195	0,003294162
9,03E-05	20,47323351	9,04E-05	42,50163555	6,859195583	0,003307884
9,07E-05	20,48307145	9,04E-05	42,60001808	6,90319284	0,003312284
9,06E-05	20,47958146	9,04E-05	42,56512113	6,887585772	0,003310723
9,02E-05	20,47070917	9,04E-05	42,47640103	6,847908326	0,003306756
9,04E-05	20,47529581	9,04E-05	42,52226992	6,868420977	0,003308807
9,10E-05	20,48907859	9,04E-05	42,66010012	6,930060034	0,003314971
9,13E-05	20,49536222	9,04E-05	42,72293854	6,958161804	0,003317781
8,88E-05	20,43994794	9,03E-05	42,16879773	6,710342134	0,003292999
9,10E-05	20,48955947	9,04E-05	42,66491479	6,932212116	0,003315186
8,98E-05	20,46109209	9,03E-05	42,38024261	6,804902579	0,003302455
9,09E-05	20,48735993	9,04E-05	42,6429224	6,922376335	0,003314203
8,98E-05	20,46106319	9,03E-05	42,37995626	6,804774128	0,003302442
9,16E-05	20,50224906	9,04E-05	42,79181611	6,988963321	0,003320861
9,14E-05	20,4969537	9,04E-05	42,73886344	6,965282072	0,003318493
8,96E-05	20,45675416	9,03E-05	42,33686886	6,78550457	0,003300515
8,98E-05	20,4615006	9,03E-05	42,38433391	6,806731556	0,003302638
9,21E-05	20,5125444	9,05E-05	42,89477248	7,035006624	0,003325466
9,13E-05	20,4960379	9,04E-05	42,72970791	6,961187531	0,003318084
8,84E-05	20,43156284	9,03E-05	42,08495765	6,672846497	0,003289249
9,09E-05	20,48618771	9,04E-05	42,63120657	6,917136513	0,003313678
9,08E-05	20,48352313	9,04E-05	42,60456089	6,905220296	0,003312487
8,95E-05	20,45447415	9,03E-05	42,31407117	6,775309448	0,003299496
8,91E-05	20,446222	9,03E-05	42,23154965	6,738404828	0,003295805
9,07E-05	20,48246909	9,04E-05	42,59402045	6,900506832	0,003312015
8,92E-05	20,44799381	9,03E-05	42,24926746	6,746328751	0,003296598
9,10E-05	20,48963917	9,04E-05	42,66572084	6,932572519	0,003315222
9,03E-05	20,47320419	9,04E-05	42,50137074	6,859073082	0,003307872
8,86E-05	20,43590959	9,03E-05	42,12842433	6,692286539	0,003291193
9,12E-05	20,49275065	9,04E-05	42,69683458	6,946487501	0,003316614
8,95E-05	20,45426461	9,03E-05	42,31197372	6,774372666	0,003299402
8,99E-05	20,46322653	9,03E-05	42,40159252	6,814451582	0,00330341
9,23E-05	20,51712191	9,05E-05	42,94054582	7,055479	0,003327513
9,01E-05	20,46905787	9,04E-05	42,45990495	6,840530039	0,003306018
9,02E-05	20,47081768	9,04E-05	42,47750252	6,848400079	0,003306805
9,14E-05	20,49660671	9,04E-05	42,73539234	6,963732081	0,003318338
9,17E-05	20,50355568	9,04E-05	42,80488142	6,994808706	0,003321446
8,98E-05	20,4628564	9,03E-05	42,39788813	6,812795931	0,003303244
8,97E-05	20,45922515	9,03E-05	42,36157506	6,796556382	0,00330162
8,95E-05	20,45549465	9,03E-05	42,32426956	6,779873001	0,003299952
9,09E-05	20,48655019	9,04E-05	42,63482447	6,918757521	0,00331384
9,01E-05	20,46962566	9,04E-05	42,46557861	6,843068604	0,003306272
9,08E-05	20,48314547	9,04E-05	42,60077617	6,90353092	0,003312318
9,16E-05	20,50203549	9,04E-05	42,78967595	6,988009586	0,003320766
9,15E-05	20,49927917	9,04E-05	42,76211222	6,975682823	0,003319533
8,95E-05	20,45564677	9,03E-05	42,32578773	6,780552686	0,00330002
8,95E-05	20,45450217	9,03E-05	42,31434124	6,775433759	0,003299508
9,11E-05	20,49034357	9,04E-05	42,67275487	6,935721294	0,003315537
9,09E-05	20,48551208	9,04E-05	42,6244395	6,914114087	0,003313376
9,12E-05	20,49287097	9,04E-05	42,69802807	6,947023972	0,003316667
9,07E-05	20,48205261	9,04E-05	42,58984409	6,898642693	0,003311829
8,88E-05	20,43923643	9,03E-05	42,16168193	6,70716281	0,003292681
8,95E-05	20,45413166	9,03E-05	42,31063392	6,773776219	0,003299342
8,98E-05	20,46098545	9,03E-05	42,37917147	6,804427189	0,003302407
9,00E-05	20,46723757	9,04E-05	42,44169242	6,832387448	0,003305203
9,05E-05	20,47651765	9,04E-05	42,53449286	6,8738891	0,003309354
9,03E-05	20,47365775	9,04E-05	42,50589363	6,86109916	0,003308075
8,98E-05	20,46097523	9,03E-05	42,37906821	6,804381132	0,003302403
9,06E-05	20,48009581	9,04E-05	42,57027387	6,889890915	0,003310954
9,05E-05	20,47751664	9,04E-05	42,54448193	6,87835642	0,0033098
9,02E-05	20,46972125	9,04E-05	42,46652784	6,843494296	0,003306314
9,00E-05	20,46597731	9,04E-05	42,42908829	6,826750821	0,00330464
8,90E-05	20,44381776	9,03E-05	42,20749267	6,727650244	0,00329473
9,15E-05	20,49878786	9,04E-05	42,75719357	6,973483952	0,003319313
9,16E-05	20,50310737	9,04E-05	42,80038864	6,99280136	0,003321245
9,09E-05	20,48561692	9,04E-05	42,62548404	6,914581633	0,003313423
8,94E-05	20,45333612	9,03E-05	42,30267594	6,770217442	0,003298986
9,08E-05	20,48482401	9,04E-05	42,61755484	6,911035545	0,003313068
8,91E-05	20,44668598	9,03E-05	42,23617446	6,740477032	0,003296012
9,06E-05	20,48045536	9,04E-05	42,57386824	6,891498254	0,003311115
9,08E-05	20,48414027	9,04E-05	42,61071741	6,907977678	0,003312762
9,14E-05	20,49802919	9,04E-05	42,74960655	6,970090756	0,003318974
9,16E-05	20,50175807	9,04E-05	42,7868954	6,986766809	0,003320641
9,12E-05	20,49218399	9,04E-05	42,69115466	6,943950212	0,00331636
8,92E-05	20,44833796	9,03E-05	42,25269436	6,747864771	0,003296751
9,14E-05	20,49711443	9,04E-05	42,74045905	6,965999741	0,003318565
8,94E-05	20,45180376	9,03E-05	42,2873524	6,763364248	0,003298301
8,93E-05	20,45108954	9,03E-05	42,28021026	6,760170153	0,003297982
9,33E-05	20,53929278	9,05E-05	43,16224276	7,154627044	0,003337427
9,01E-05	20,46873437	9,04E-05	42,45665876	6,839080249	0,003305873
8,99E-05	20,46379723	9,04E-05	42,40728738	6,817000661	0,003303665
9,08E-05	20,48409984	9,04E-05	42,61031352	6,907796675	0,003312744
8,96E-05	20,45811302	9,03E-05	42,35044544	6,791580103	0,003301123
9,09E-05	20,487532	9,04E-05	42,64463532	6,923145781	0,003314279
