CWFlow	Level	OutFlow	TempOF	Steam
10,94057573	12,61834479	9,12E-05	9,465351294	13,40887511
10,92615629	12,58267513	9,12E-05	9,508629456	13,380337
10,91758608	12,54673784	9,11E-05	9,551471528	13,34880033
10,91458585	12,51073282	9,11E-05	9,593814314	13,31450176
10,91683896	12,47484884	9,10E-05	9,635660777	13,2774815
10,92400014	12,43926245	9,10E-05	9,676847477	13,23828798
10,93570366	12,40413712	9,09E-05	9,717296738	13,19722409
10,95157059	12,36962274	9,09E-05	9,75693032	13,1546022
10,97121525	12,33585534	9,08E-05	9,795670278	13,11074161
10,99425084	12,30295695	9,08E-05	9,833439961	13,0659655
11,02029422	12,27103575	9,08E-05	9,870164976	13,02059782
11,04896994	12,24018631	9,07E-05	9,905774069	12,9749604
11,0799135	12,21048993	9,07E-05	9,9401983	12,92937512
11,112774	12,18201517	9,06E-05	9,973372995	12,88415781
11,1472162	12,15481839	9,06E-05	10,0052416	12,83960599
11,18292206	12,12894432	9,05E-05	10,03575502	12,79600012
11,21959184	12,10442682	9,05E-05	10,06487097	12,75360474
11,25694478	12,08128946	9,05E-05	10,09255497	12,71266484
11,2947195	12,05954633	9,05E-05	10,11878078	12,67340381
11,33267412	12,03920268	9,04E-05	10,14353061	12,63602175
11,37058614	12,02025565	9,04E-05	10,16679537	12,60069414
11,40825212	12,00269498	9,04E-05	10,1885747	12,56757064
11,44548728	11,9865037	9,03E-05	10,20887694	12,5367745
11,48212494	11,97165877	9,03E-05	10,2277187	12,50840281
11,51801588	11,95813175	9,03E-05	10,24512456	12,48252677
11,55302761	11,94588938	9,03E-05	10,26112664	12,45919211
11,58704366	11,93489423	9,03E-05	10,27576404	12,43841998
11,61996282	11,92510517	9,03E-05	10,28908228	12,42020809
11,65169826	11,916478	9,03E-05	10,30113264	12,40453206
11,68217684	11,90896587	9,03E-05	10,31197139	12,39134705
11,7113382	11,90251979	9,02E-05	10,32165912	12,38058952
11,73913406	11,89708907	9,02E-05	10,33025992	12,37217909
11,76552734	11,89262173	9,03E-05	10,33784064	12,36602058
11,79049147	11,88906485	9,02E-05	10,34447018	12,36200594
11,81400958	11,88636498	9,02E-05	10,35021867	12,36001632
11,83607379	11,88446843	9,02E-05	10,35515687	12,35992407
11,85668449	11,88332158	9,02E-05	10,35935544	12,36159467
11,87584966	11,88287117	9,02E-05	10,36288435	12,36488868
11,89358415	11,88306453	9,02E-05	10,36581233	12,36966342
11,90990912	11,8838498	9,02E-05	10,36820633	12,37577475
11,92485134	11,88517618	9,02E-05	10,37013111	12,38307852
