CWFlow	OutFlow	Steam	Volume	Entalpy	Level
8,02E-05	9,15E-05	8,180889126	0,003600413	2,391032793	22,34264381
7,96E-05	9,14E-05	8,166695828	0,003588866	2,219399002	22,26874068
7,91E-05	9,14E-05	8,146670418	0,003576808	2,052137255	22,19157293
7,87E-05	9,13E-05	8,121101506	0,003564325	1,889747722	22,11168131
7,83E-05	9,13E-05	8,09028631	0,003551501	1,732629858	22,02960522
7,80E-05	9,12E-05	8,054543489	0,003538418	1,581105232	21,94587607
7,79E-05	9,12E-05	8,01420962	0,003525158	1,435424262	21,86101146
7,77E-05	9,11E-05	7,969637796	0,003511798	1,295775692	21,77551009
7,77E-05	9,11E-05	7,921162483	0,003498414	1,162262376	21,68984759
7,77E-05	9,10E-05	7,868840517	0,003485074	1,034652886	21,60447308
7,78E-05	9,10E-05	7,813447017	0,003471845	0,913395515	21,51980657
7,80E-05	9,09E-05	7,755410052	0,003458787	0,798548087	21,43623701
7,82E-05	9,09E-05	7,695171106	0,003445956	0,690145131	21,35412103
7,84E-05	9,08E-05	7,633181479	0,003433403	0,588209475	21,27378222
7,87E-05	9,08E-05	7,569897903	0,003421174	0,492751938	21,19551096
7,91E-05	9,08E-05	7,505778249	0,003409307	0,403772217	21,11956462
7,94E-05	9,07E-05	7,441277368	0,003397839	0,321259292	21,04616817
7,99E-05	9,07E-05	7,376850175	0,003386799	0,245198393	20,97551508
8,03E-05	9,06E-05	7,312943036	0,003376214	0,17556561	20,90776845
8,07E-05	9,06E-05	7,249976468	0,003366103	0,112313046	20,84306233
8,12E-05	9,06E-05	7,188346839	0,003356485	0,055373291	20,78150322
8,17E-05	9,05E-05	7,128428034	0,003347371	0,004663441	20,7231716
8,21E-05	9,05E-05	7,070566314	0,003338769	-0,03991837	20,66812363
8,26E-05	9,05E-05	7,015077387	0,003330686	-0,078494318	20,61639276
8,31E-05	9,04E-05	6,962244071	0,003323124	-0,111207794	20,56799151
8,36E-05	9,04E-05	6,912314383	0,00331608	-0,138224044	20,52291307
8,41E-05	9,04E-05	6,865499831	0,003309552	-0,159730721	20,48113304
8,46E-05	9,04E-05	6,821974625	0,003303533	-0,175937629	20,44261104
8,51E-05	9,03E-05	6,781875975	0,003298014	-0,187075456	20,40729225
8,55E-05	9,03E-05	6,7453045	0,003292986	-0,193394517	20,37510899
8,60E-05	9,03E-05	6,712324848	0,003288435	-0,195163387	20,34598218
8,64E-05	9,03E-05	6,682966912	0,003284347	-0,192667032	20,31982269
8,69E-05	9,03E-05	6,657227437	0,003280708	-0,186204637	20,29653275
8,73E-05	9,03E-05	6,635071984	0,003277501	-0,176087206	20,27600713
8,77E-05	9,02E-05	6,616437171	0,003274709	-0,162634965	20,25813441
8,80E-05	9,02E-05	6,601233183	0,003272312	-0,146174633	20,24279801
8,84E-05	9,02E-05	6,589346452	0,003270293	-0,127036637	20,22987735
8,87E-05	9,02E-05	6,580642423	0,003268633	-0,10555235	20,21924871
8,91E-05	9,02E-05	6,5749684	0,00326731	-0,082051382	20,21078625
8,94E-05	9,02E-05	6,572156403	0,003266307	-0,056858954	20,20436277
8,97E-05	9,02E-05	6,572026015	0,003265602	-0,030293416	20,19985053
8,99E-05	9,02E-05	6,574387138	0,003265175	-0,002663941	20,19712198
9,02E-05	9,02E-05	6,579042661	0,003265008	0,025731574	20,19605037
9,04E-05	9,02E-05	6,585790973	0,00326508	0,054608386	20,1965104
9,06E-05	9,02E-05	6,594428319	0,003265372	0,083696524	20,19837871
9,08E-05	9,02E-05	6,604750974	0,003265865	0,112742168	20,2015344
9,10E-05	9,02E-05	6,616557213	0,003266541	0,141508762	20,20585944
9,11E-05	9,02E-05	6,62964908	0,003267381	0,169777874	20,2112391
9,13E-05	9,02E-05	6,643833943	0,003268368	0,197062321	20,21755594
9,14E-05	9,02E-05	6,658925839	0,00326948	0,222900817	20,22467271
9,15E-05	9,02E-05	6,674746609	0,003270695	0,247180374	20,23245109
9,16E-05	9,02E-05	6,691126836	0,003271994	0,269901262	20,24076474
9,16E-05	9,02E-05	6,707906582	0,00327336	0,291093201	20,24950188
9,17E-05	9,02E-05	6,724935961	0,003274776	0,310795793	20,25856523
9,17E-05	9,03E-05	6,742075529	0,00327623	0,329049671	20,26787098
9,18E-05	9,03E-05	6,75919653	0,003277711	0,345891671	20,27734756
9,18E-05	9,03E-05	6,776178456	0,003279208	0,361349898	20,28693407
9,18E-05	9,03E-05	6,792900062	0,003280715	0,375434145	20,29657878
9,18E-05	9,03E-05	6,809242543	0,003282225	0,388139968	20,30623764
9,18E-05	9,03E-05	6,825102213	0,00328373	0,399463321	20,31587296
9,18E-05	9,03E-05	6,84039252	0,003285227	0,409404331	20,3254522
9,18E-05	9,03E-05	6,855042509	0,00328671	0,417967603	20,33494699
9,18E-05	9,03E-05	6,86899555	0,003288177	0,425162898	20,34433228
9,17E-05	9,03E-05	6,882208104	0,003289623	0,431005747	20,3535857
9,17E-05	9,03E-05	6,894648419	0,003291045	0,435517794	20,36268705
9,17E-05	9,03E-05	6,906295416	0,00329244	0,438727078	20,37161792
9,17E-05	9,03E-05	6,917138011	0,003293806	0,440668495	20,38036145
9,16E-05	9,03E-05	6,927174165	0,003295141	0,441383713	20,38890209
9,16E-05	9,03E-05	6,936409348	0,003296441	0,440920263	20,39722554
9,16E-05	9,03E-05	6,944855128	0,003297706	0,43933055	20,40531869
9,15E-05	9,03E-05	6,952527989	0,003298933	0,436670961	20,41316955
9,15E-05	9,03E-05	6,959448323	0,00330012	0,433000997	20,42076726
9,15E-05	9,03E-05	6,965639561	0,003301266	0,428382451	20,42810214
9,14E-05	9,04E-05	6,971127432	0,00330237	0,42287864	20,43516562
9,14E-05	9,04E-05	6,975939334	0,00330343	0,416553698	20,44195032
9,14E-05	9,04E-05	6,980103777	0,003304445	0,40947191	20,44845001
9,13E-05	9,04E-05	6,983649916	0,003305416	0,401697126	20,45465964
9,13E-05	9,04E-05	6,986607195	0,00330634	0,393292279	20,46057528
9,12E-05	9,04E-05	6,98900507	0,003307218	0,384318997	20,46619418
9,12E-05	9,04E-05	6,990872803	0,003308049	0,37483729	20,47151464
9,11E-05	9,04E-05	6,992239297	0,003308834	0,364905307	20,47653606
9,11E-05	9,04E-05	6,993132988	0,003309572	0,354579152	20,48125888
9,11E-05	9,04E-05	6,993581749	0,003310263	0,343912741	20,48568447
9,10E-05	9,04E-05	6,99361284	0,003310909	0,332957721	20,48981517
9,10E-05	9,04E-05	6,993252858	0,003311508	0,321763405	20,49365416
9,09E-05	9,04E-05	6,992527722	0,003312063	0,310302703	20,49720383
9,09E-05	9,04E-05	6,991462654	0,003312572	0,298534218	20,50046092
9,08E-05	9,04E-05	6,990082169	0,003313034	0,286489278	20,50342015
9,08E-05	9,04E-05	6,988410078	0,00331345	0,274225554	20,50607755
9,07E-05	9,04E-05	6,98646948	0,003313817	0,261805788	20,50843127
9,07E-05	9,04E-05	6,984282766	0,003314138	0,249293775	20,51048187
9,06E-05	9,04E-05	6,981871615	0,003314411	0,236752275	20,5122323
9,06E-05	9,04E-05	6,979257001	0,003314639	0,22424155	20,51368789
9,06E-05	9,04E-05	6,97645852	0,003314821	0,21181763	20,51485615
9,05E-05	9,04E-05	6,973491927	0,00331496	0,199529121	20,51574659
9,05E-05	9,04E-05	6,970369455	0,003315058	0,187417127	20,51637047
9,04E-05	9,04E-05	6,967102916	0,003315116	0,175518239	20,51674056
9,04E-05	9,04E-05	6,963704582	0,003315136	0,163865337	20,51687082
9,04E-05	9,04E-05	6,960187113	0,003315121	0,152487538	20,51677621
9,03E-05	9,04E-05	6,956563549	0,003315074	0,141410315	20,51647239
9,03E-05	9,04E-05	6,952847313	0,003314996	0,130655714	20,51597547
9,03E-05	9,04E-05	6,949052166	0,003314891	0,120242579	20,51530186
9,03E-05	9,04E-05	6,945192203	0,003314761	0,110186831	20,51446799
9,02E-05	9,04E-05	6,941281926	0,003314608	0,100501858	20,51349021
9,02E-05	9,04E-05	6,937336252	0,003314435	0,091198824	20,51238461
9,02E-05	9,04E-05	6,933370344	0,003314245	0,082286799	20,5111669
9,02E-05	9,04E-05	6,929399423	0,003314039	0,073772859	20,50985228
9,02E-05	9,04E-05	6,925438598	0,003313821	0,065662198	20,50845539
9,02E-05	9,04E-05	6,921502718	0,003313592	0,05795823	20,50699022
9,02E-05	9,04E-05	6,917606228	0,003313355	0,050662693	20,50547008
9,01E-05	9,04E-05	6,913763033	0,003313111	0,043775732	20,50390751
9,01E-05	9,04E-05	6,909986382	0,003312862	0,037295985	20,50231431
9,01E-05	9,04E-05	6,906288753	0,00331261	0,031220649	20,50070149
9,01E-05	9,04E-05	6,902681756	0,003312356	0,025545551	20,4990793
9,01E-05	9,04E-05	6,899176052	0,003312103	0,020265212	20,49745718
9,01E-05	9,04E-05	6,895781297	0,003311851	0,015372927	20,49584381
9,01E-05	9,04E-05	6,892506103	0,003311601	0,010860842	20,49424711
9,01E-05	9,04E-05	6,889358011	0,003311355	0,006720036	20,49267424
9,01E-05	9,04E-05	6,886343484	0,003311114	0,002940604	20,49113167
9,02E-05	9,04E-05	6,883467912	0,003310879	-0,000488257	20,48962516
9,02E-05	9,04E-05	6,880735625	0,00331065	-0,003578157	20,48815981
9,02E-05	9,04E-05	6,878149923	0,003310428	-0,006341423	20,48674006
9,02E-05	9,04E-05	6,87571311	0,003310214	-0,008791006	20,48536978
9,02E-05	9,04E-05	6,873426542	0,003310008	-0,010940391	20,48405222
9,02E-05	9,04E-05	6,871290674	0,003309811	-0,012803499	20,48279011
9,02E-05	9,04E-05	6,869305117	0,003309623	-0,014394603	20,48158566
9,02E-05	9,04E-05	6,867468695	0,003309444	-0,015728236	20,48044059
9,02E-05	9,04E-05	6,86577951	0,003309274	-0,016819105	20,47935618
9,02E-05	9,04E-05	6,864235	0,003309115	-0,017682006	20,47833328
9,02E-05	9,04E-05	6,862832006	0,003308964	-0,018331753	20,47737234
9,02E-05	9,04E-05	6,861566831	0,003308824	-0,018783092	20,47647347
9,03E-05	9,04E-05	6,860435307	0,003308693	-0,019050642	20,47563643
9,03E-05	9,04E-05	6,859432852	0,003308572	-0,019148822	20,47486068
9,03E-05	9,04E-05	6,858554531	0,00330846	-0,019091797	20,47414542
9,03E-05	9,04E-05	6,85779511	0,003308358	-0,01889342	20,47348957
9,03E-05	9,04E-05	6,857149112	0,003308264	-0,018567183	20,47289185
9,03E-05	9,04E-05	6,856610868	0,00330818	-0,018126175	20,47235077
9,03E-05	9,04E-05	6,856174565	0,003308104	-0,017583044	20,47186467
9,03E-05	9,04E-05	6,855834289	0,003308036	-0,016949959	20,47143172
9,03E-05	9,04E-05	6,855584071	0,003307977	-0,016238589	20,47104998
9,03E-05	9,04E-05	6,855417921	0,003307925	-0,015460072	20,4707174
9,03E-05	9,04E-05	6,85532987	0,00330788	-0,014625004	20,47043181
9,03E-05	9,04E-05	6,855313995	0,003307842	-0,01374342	20,47019099
9,03E-05	9,04E-05	6,855364454	0,003307811	-0,012824782	20,46999266
9,04E-05	9,04E-05	6,855475512	0,003307787	-0,011877981	20,4698345
9,04E-05	9,04E-05	6,855641561	0,003307768	-0,010911326	20,46971416
9,04E-05	9,04E-05	6,855857147	0,003307755	-0,009932551	20,46962928
9,04E-05	9,04E-05	6,856116981	0,003307746	-0,008948815	20,46957751
9,04E-05	9,04E-05	6,856415962	0,003307743	-0,007966712	20,46955651
9,04E-05	9,04E-05	6,856749185	0,003307744	-0,006992281	20,46956396
9,04E-05	9,04E-05	6,857111954	0,00330775	-0,006031013	20,46959759
9,04E-05	9,04E-05	6,857499793	0,003307759	-0,005087873	20,46965514
9,04E-05	9,04E-05	6,857908448	0,003307771	-0,004167306	20,46973444
9,04E-05	9,04E-05	6,858333898	0,003307786	-0,003273265	20,46983337
9,04E-05	9,04E-05	6,858772354	0,003307805	-0,002409222	20,46994986
9,04E-05	9,04E-05	6,859220264	0,003307825	-0,00157819	20,47008193
9,04E-05	9,04E-05	6,85967431	0,003307848	-0,000782744	20,47022766
9,04E-05	9,04E-05	6,86013141	0,003307873	-2,50E-05	20,47038523
9,04E-05	9,04E-05	6,860588715	0,003307899	0,000693146	20,47055287
9,04E-05	9,04E-05	6,861043603	0,003307926	0,001370432	20,47072893
9,04E-05	9,04E-05	6,861493681	0,003307955	0,002005771	20,47091183
9,04E-05	9,04E-05	6,861936771	0,003307984	0,002598446	20,47110009
9,04E-05	9,04E-05	6,862370914	0,003308014	0,003148045	20,4712923
9,04E-05	9,04E-05	6,862794354	0,003308045	0,003654435	20,47148715
9,04E-05	9,04E-05	6,863205537	0,003308076	0,004117743	20,47168344
9,04E-05	9,04E-05	6,863603101	0,003308106	0,004538336	20,47188001
9,04E-05	9,04E-05	6,863985869	0,003308137	0,004916795	20,47207584
9,04E-05	9,04E-05	6,864352838	0,003308167	0,005253896	20,47226997
9,04E-05	9,04E-05	6,864703172	0,003308197	0,00555059	20,47246151
9,04E-05	9,04E-05	6,865036195	0,003308227	0,005807987	20,47264969
9,04E-05	9,04E-05	6,865351378	0,003308255	0,00602733	20,47283379
9,04E-05	9,04E-05	6,865648333	0,003308283	0,006209983	20,47301318
9,04E-05	9,04E-05	6,865926801	0,003308311	0,006357412	20,47318729
9,04E-05	9,04E-05	6,866186647	0,003308337	0,006471169	20,47335564
9,04E-05	9,04E-05	6,866427846	0,003308362	0,006552875	20,47351782
9,04E-05	9,04E-05	6,86665048	0,003308386	0,006604208	20,47367345
9,04E-05	9,04E-05	6,866854721	0,00330841	0,006626886	20,47382226
9,04E-05	9,04E-05	6,867040833	0,003308432	0,006622659	20,47396401
9,04E-05	9,04E-05	6,867209153	0,003308453	0,006593291	20,47409852
9,04E-05	9,04E-05	6,867360092	0,003308473	0,006540554	20,47422566
9,04E-05	9,04E-05	6,867494122	0,003308491	0,006466216	20,47434535
9,04E-05	9,04E-05	6,867611768	0,003308509	0,00637203	20,47445756
9,04E-05	9,04E-05	6,867713605	0,003308525	0,006259729	20,4745623
9,04E-05	9,04E-05	6,867800248	0,003308541	0,006131014	20,47465961
9,04E-05	9,04E-05	6,867872345	0,003308555	0,00598755	20,47474957
9,04E-05	9,04E-05	6,867930573	0,003308568	0,005830961	20,47483229
9,04E-05	9,04E-05	6,867975632	0,003308579	0,00566282	20,47490792
9,04E-05	9,04E-05	6,868008238	0,00330859	0,005484648	20,47497662
9,04E-05	9,04E-05	6,868029117	0,0033086	0,005297907	20,47503859
9,04E-05	9,04E-05	6,868039004	0,003308608	0,005104002	20,47509402
9,04E-05	9,04E-05	6,868038635	0,003308616	0,004904271	20,47514315
9,04E-05	9,04E-05	6,868028745	0,003308623	0,004699986	20,47518622
9,04E-05	9,04E-05	6,868010063	0,003308629	0,004492354	20,47522348
9,04E-05	9,04E-05	6,867983309	0,003308634	0,00428251	20,4752552
9,04E-05	9,04E-05	6,867949191	0,003308638	0,004071522	20,47528165
9,04E-05	9,04E-05	6,867908401	0,003308641	0,003860386	20,47530311
9,04E-05	9,04E-05	6,867861615	0,003308644	0,003650027	20,47531985
9,04E-05	9,04E-05	6,867809489	0,003308646	0,003441303	20,47533217
9,04E-05	9,04E-05	6,867752656	0,003308647	0,003235002	20,47534035
9,04E-05	9,04E-05	6,867691729	0,003308648	0,003031844	20,47534467
9,04E-05	9,04E-05	6,867627292	0,003308648	0,002832482	20,47534542
9,04E-05	9,04E-05	6,867559907	0,003308647	0,002637504	20,47534287
9,04E-05	9,04E-05	6,867490106	0,003308646	0,002447437	20,47533729
9,04E-05	9,04E-05	6,867418396	0,003308645	0,002262745	20,47532896
9,04E-05	9,04E-05	6,867345254	0,003308643	0,002083832	20,47531813
9,04E-05	9,04E-05	6,86727113	0,003308641	0,001911049	20,47530505
9,04E-05	9,04E-05	6,867196445	0,003308639	0,001744689	20,47528998
9,04E-05	9,04E-05	6,867121591	0,003308636	0,001584997	20,47527314
9,04E-05	9,04E-05	6,867046932	0,003308634	0,001432165	20,47525477
9,04E-05	9,04E-05	6,866972804	0,00330863	0,001286343	20,47523507
9,04E-05	9,04E-05	6,866899514	0,003308627	0,001147633	20,47521426
9,04E-05	9,04E-05	6,866827344	0,003308624	0,001016099	20,47519253
9,04E-05	9,04E-05	6,866756548	0,00330862	0,000891767	20,47517007
9,04E-05	9,04E-05	6,866687353	0,003308617	0,000774624	20,47514705
9,04E-05	9,04E-05	6,866619965	0,003308613	0,000664629	20,47512363
9,04E-05	9,04E-05	6,866554561	0,003308609	0,000561707	20,47509997
9,04E-05	9,04E-05	6,866491298	0,003308606	0,000465758	20,47507621
9,04E-05	9,04E-05	6,86643031	0,003308602	0,000376656	20,47505248
9,04E-05	9,04E-05	6,866371708	0,003308598	0,000294251	20,4750289
9,04E-05	9,04E-05	6,866315586	0,003308595	0,000218377	20,47500558
9,04E-05	9,04E-05	6,866262016	0,003308591	0,000148845	20,47498262
9,04E-05	9,04E-05	6,866211053	0,003308588	8,55E-05	20,47496012
9,04E-05	9,04E-05	6,866162735	0,003308584	2,80E-05	20,47493815
9,04E-05	9,04E-05	6,866117085	0,003308581	-2,38E-05	20,47491678
9,04E-05	9,04E-05	6,86607411	0,003308578	-7,01E-05	20,47489608
9,04E-05	9,04E-05	6,866033803	0,003308574	-0,00011115	20,47487611
9,04E-05	9,04E-05	6,865996147	0,003308571	-0,000147256	20,47485691
9,04E-05	9,04E-05	6,86596111	0,003308569	-0,000178644	20,47483851
9,04E-05	9,04E-05	6,865928652	0,003308566	-0,000205567	20,47482096
9,04E-05	9,04E-05	6,865898722	0,003308563	-0,000228284	20,47480427
9,04E-05	9,04E-05	6,865871262	0,003308561	-0,00024705	20,47478847
9,04E-05	9,04E-05	6,865846206	0,003308558	-0,000262121	20,47477356
9,04E-05	9,04E-05	6,865823479	0,003308556	-0,000273748	20,47475955
9,04E-05	9,04E-05	6,865803004	0,003308554	-0,00028218	20,47474645
9,04E-05	9,04E-05	6,865784697	0,003308552	-0,000287661	20,47473425
9,04E-05	9,04E-05	6,865768469	0,00330855	-0,00029043	20,47472295
9,04E-05	9,04E-05	6,865754231	0,003308549	-0,000290719	20,47471252
9,04E-05	9,04E-05	6,865741886	0,003308547	-0,000288753	20,47470297
9,04E-05	9,04E-05	6,865731341	0,003308546	-0,000284751	20,47469426
9,04E-05	9,04E-05	6,865722498	0,003308545	-0,000278924	20,47468637
9,04E-05	9,04E-05	6,865715258	0,003308544	-0,000271472	20,47467929
9,04E-05	9,04E-05	6,865709524	0,003308543	-0,00026259	20,47467298
9,04E-05	9,04E-05	6,865705198	0,003308542	-0,000252462	20,47466742
9,04E-05	9,04E-05	6,865702182	0,003308541	-0,000241263	20,47466258
9,04E-05	9,04E-05	6,865700381	0,00330854	-0,000229159	20,47465843
9,04E-05	9,04E-05	6,865699701	0,00330854	-0,000216307	20,47465492
9,04E-05	9,04E-05	6,86570005	0,003308539	-0,000202853	20,47465204
9,04E-05	9,04E-05	6,865701337	0,003308539	-0,000188936	20,47464974
9,04E-05	9,04E-05	6,865703474	0,003308539	-0,000174684	20,474648
9,04E-05	9,04E-05	6,865706377	0,003308539	-0,000160217	20,47464677
9,04E-05	9,04E-05	6,865709965	0,003308538	-0,000145645	20,47464602
9,04E-05	9,04E-05	6,865714158	0,003308538	-0,000131068	20,47464573
9,04E-05	9,04E-05	6,865718882	0,003308538	-0,00011658	20,47464584
9,04E-05	9,04E-05	6,865724064	0,003308538	-0,000102265	20,47464634
9,04E-05	9,04E-05	6,865729635	0,003308539	-8,82E-05	20,47464719
9,04E-05	9,04E-05	6,865735532	0,003308539	-7,44E-05	20,47464836
9,04E-05	9,04E-05	6,865741694	0,003308539	-6,11E-05	20,47464981
9,04E-05	9,04E-05	6,865748061	0,003308539	-4,81E-05	20,47465152
9,04E-05	9,04E-05	6,865754582	0,00330854	-3,57E-05	20,47465345
9,04E-05	9,04E-05	6,865761205	0,00330854	-2,37E-05	20,47465559
9,04E-05	9,04E-05	6,865767884	0,00330854	-1,23E-05	20,47465789
9,04E-05	9,04E-05	6,865774576	0,003308541	-1,50E-06	20,47466035
9,04E-05	9,04E-05	6,865781242	0,003308541	8,73E-06	20,47466292
9,04E-05	9,04E-05	6,865787845	0,003308541	1,83E-05	20,4746656
9,04E-05	9,04E-05	6,865794352	0,003308542	2,73E-05	20,47466835
